     -7.50000000e-06     -7.50000000e-05     -1.18250000e-03      2.50000000e-04
     -7.50000000e-05     -7.50000000e-06     -1.18250000e-03      2.50000000e-04
     -7.50000000e-06     -7.50000000e-06     -1.18250000e-03      2.50000000e-04
      6.00000000e-05     -7.50000000e-06     -1.18250000e-03      2.50000000e-04
     -7.50000000e-06      6.00000000e-05     -1.18250000e-03      2.50000000e-04
     -7.50000000e-05     -7.50000000e-05     -1.11500000e-03      2.50000000e-04
     -7.50000000e-06     -7.50000000e-05     -1.11500000e-03      2.50000000e-04
      6.00000000e-05     -7.50000000e-05     -1.11500000e-03      2.50000000e-04
     -7.50000000e-05     -7.50000000e-06     -1.11500000e-03      2.50000000e-04
     -7.50000000e-06     -7.50000000e-06     -1.11500000e-03      2.50000000e-04
      6.00000000e-05     -7.50000000e-06     -1.11500000e-03      2.50000000e-04
     -7.50000000e-05      6.00000000e-05     -1.11500000e-03      2.50000000e-04
     -7.50000000e-06      6.00000000e-05     -1.11500000e-03      2.50000000e-04
      6.00000000e-05      6.00000000e-05     -1.11500000e-03      2.50000000e-04
     -7.50000000e-05     -7.50000000e-05     -1.04750000e-03      2.50000000e-04
     -7.50000000e-06     -7.50000000e-05     -1.04750000e-03      2.50000000e-04
      6.00000000e-05     -7.50000000e-05     -1.04750000e-03      2.50000000e-04
     -7.50000000e-05     -7.50000000e-06     -1.04750000e-03      2.50000000e-04
     -7.50000000e-06     -7.50000000e-06     -1.04750000e-03      2.50000000e-04
      6.00000000e-05     -7.50000000e-06     -1.04750000e-03      2.50000000e-04
      1.27500000e-04     -7.50000000e-06     -1.04750000e-03      2.50000000e-04
     -7.50000000e-05      6.00000000e-05     -1.04750000e-03      2.50000000e-04
     -7.50000000e-06      6.00000000e-05     -1.04750000e-03      2.50000000e-04
      6.00000000e-05      6.00000000e-05     -1.04750000e-03      2.50000000e-04
     -7.50000000e-06      1.27500000e-04     -1.04750000e-03      2.50000000e-04
     -7.50000000e-06     -1.42500000e-04     -9.80000000e-04      2.50000000e-04
      6.00000000e-05     -1.42500000e-04     -9.80000000e-04      2.50000000e-04
     -7.50000000e-05     -7.50000000e-05     -9.80000000e-04      2.50000000e-04
     -7.50000000e-06     -7.50000000e-05     -9.80000000e-04      2.50000000e-04
      6.00000000e-05     -7.50000000e-05     -9.80000000e-04      2.50000000e-04
      1.27500000e-04     -7.50000000e-05     -9.80000000e-04      2.50000000e-04
     -1.42500000e-04     -7.50000000e-06     -9.80000000e-04      2.50000000e-04
     -7.50000000e-05     -7.50000000e-06     -9.80000000e-04      2.50000000e-04
     -7.50000000e-06     -7.50000000e-06     -9.80000000e-04      2.50000000e-04
      6.00000000e-05     -7.50000000e-06     -9.80000000e-04      2.50000000e-04
      1.27500000e-04     -7.50000000e-06     -9.80000000e-04      2.50000000e-04
     -1.42500000e-04      6.00000000e-05     -9.80000000e-04      2.50000000e-04
     -7.50000000e-05      6.00000000e-05     -9.80000000e-04      2.50000000e-04
     -7.50000000e-06      6.00000000e-05     -9.80000000e-04      2.50000000e-04
      6.00000000e-05      6.00000000e-05     -9.80000000e-04      2.50000000e-04
      1.27500000e-04      6.00000000e-05     -9.80000000e-04      2.50000000e-04
     -7.50000000e-05      1.27500000e-04     -9.80000000e-04      2.50000000e-04
     -7.50000000e-06      1.27500000e-04     -9.80000000e-04      2.50000000e-04
      6.00000000e-05      1.27500000e-04     -9.80000000e-04      2.50000000e-04
     -7.50000000e-05     -1.42500000e-04     -9.12500000e-04      2.50000000e-04
     -7.50000000e-06     -1.42500000e-04     -9.12500000e-04      2.50000000e-04
      6.00000000e-05     -1.42500000e-04     -9.12500000e-04      2.50000000e-04
     -1.42500000e-04     -7.50000000e-05     -9.12500000e-04      2.50000000e-04
     -7.50000000e-05     -7.50000000e-05     -9.12500000e-04      2.50000000e-04
     -7.50000000e-06     -7.50000000e-05     -9.12500000e-04      2.50000000e-04
      6.00000000e-05     -7.50000000e-05     -9.12500000e-04      2.50000000e-04
      1.27500000e-04     -7.50000000e-05     -9.12500000e-04      2.50000000e-04
